Название,Родительская категория>Подкатегория>Подподкатегория,Артикул,ЦенаRUB,
"Сидение эргономичное для укладчика плитки, RUBI, арт.81999",Инструмент для укладки плитки>Плиткорезы ручные,81999,22 269.73,"https://dlt.by/image/catalog/tovar/sidenye_rubi/1.jpg,https://dlt.by/image/catalog/tovar/sidenye_rubi/1-1.jpg,https://dlt.by/image/catalog/tovar/sidenye_rubi/2.jpg,https://dlt.by/image/catalog/tovar/sidenye_rubi/3.jpg,https://dlt.by/image/catalog/tovar/sidenye_rubi/3-1.jpg,https://dlt.by/image/catalog/tovar/sidenye_rubi/5.jpg,https://dlt.by/image/catalog/tovar/sidenye_rubi/6.jpg,https://dlt.by/image/catalog/tovar/sidenye_rubi/7.jpg,https://dlt.by/image/catalog/tovar/sidenye_rubi/8.jpg,https://dlt.by/image/catalog/tovar/sidenye_rubi/razmerysidenija.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Регулятор плиточного пространства RUBI (система стягивания), арт.3923",Инструмент для укладки плитки>Присоски для плитки и стекла>Системы стягивания и фиксации,3923,20 163.13,"https://dlt.by/image/catalog/tovar/systema_rubi/1.jpg,https://dlt.by/image/catalog/tovar/systema_rubi/1-1.jpg,https://dlt.by/image/catalog/tovar/systema_rubi/2.jpg,https://dlt.by/image/catalog/tovar/systema_rubi/3.jpg,https://dlt.by/image/catalog/tovar/systema_rubi/4.jpg,https://dlt.by/image/catalog/tovar/systema_rubi/5.jpg,https://dlt.by/image/catalog/tovar/systema_rubi/6.jpg,https://dlt.by/image/catalog/tovar/systema_rubi/7.jpg,https://dlt.by/image/catalog/tovar/systema_rubi/8.jpg,https://dlt.by/image/catalog/tovar/systema_rubi/9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Алмазный ручной брусок DLT #200, арт.1175",Инструмент для укладки плитки>Алмазные притиры>Р200,1175,367.15,"https://dlt.by/image/catalog/easyphoto/1567/almaznyy-ruchnoy-brusok-dlt-200-art-1175-1.jpg,https://dlt.by/image/catalog/easyphoto/1567/almaznyy-ruchnoy-brusok-dlt-200-art-1175-2.jpg,https://dlt.by/image/catalog/easyphoto/1567/almaznyy-ruchnoy-brusok-dlt-200-art-1175-3.jpg,https://dlt.by/image/catalog/easyphoto/1567/almaznyy-ruchnoy-brusok-dlt-200-art-1175-4.jpg,https://dlt.by/image/catalog/easyphoto/1567/almaznyy-ruchnoy-brusok-dlt-200-art-1175-5.jpg,https://dlt.by/image/catalog/easyphoto/1567/almaznyy-ruchnoy-brusok-dlt-200-art-1175-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Присоска электрическая GRABO Nemo BIHUII, арт.Nemo BIHUI",Инструмент для укладки плитки>Присоски для плитки и стекла>Электрические присоски и поршни,Nemo BIHUI,14 896.64,"https://dlt.by/image/catalog/tovar/grabo_bihui/1.jpg,https://dlt.by/image/catalog/tovar/grabo_bihui/2.jpg,https://dlt.by/image/catalog/tovar/grabo_bihui/3.jpg,https://dlt.by/image/catalog/tovar/grabo_bihui/3-1.jpg,https://dlt.by/image/catalog/tovar/grabo_bihui/4.jpg,https://dlt.by/image/catalog/tovar/grabo_bihui/5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Алмазный ручной брусок DLT #400, арт.1177",Инструмент для укладки плитки>Алмазные притиры>Р300-400,1177,367.15,"https://dlt.by/image/catalog/easyphoto/1569/almaznyy-ruchnoy-brusok-dlt-400-art-1177-1.jpg,https://dlt.by/image/catalog/easyphoto/1569/almaznyy-ruchnoy-brusok-dlt-400-art-1177-2.jpg,https://dlt.by/image/catalog/easyphoto/1569/almaznyy-ruchnoy-brusok-dlt-400-art-1177-4.jpg,https://dlt.by/image/catalog/easyphoto/1569/almaznyy-ruchnoy-brusok-dlt-400-art-1177-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Пальчиковая алмазная фреза, 10мм, CERAMIC PRO DLT&9plitok, арт.0506",Алмазная оснастка>Алмазные коронки для плитки,506,1 805.65,"https://dlt.by/image/catalog/tovar/frez/palch/10mm/1.jpg,https://dlt.by/image/catalog/tovar/frez/palch/12mm/2.jpg,https://dlt.by/image/catalog/tovar/frez/palch/10mm/3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Зажим (СВП) 0.8 мм 3D KRESTIKI Profi (100 шт.), арт.1109",Система выравнивания плитки (СВП)>СВП 3D KRESTIKI,1109,276.87,"https://dlt.by/image/catalog/tovar/svp_new/0.8_100/11.jpg,https://dlt.by/image/catalog/tovar/svp_new/0.8_100/izobrazhenie_viber_2022-05-18_16-28-04-258.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Лезвие для шпателя DLT Finish, толщина 0,5мм, 35см, арт.0827",Шпателя для механизированной шпатлевки>Шпателя для механизированного нанесения>Сменные лезвия и аксессуары>Лезвия для шпателя DLT Finish,827,631.98,"https://dlt.by/image/catalog/image/catalog/tovar/lezvie/05mm/45cm/1.jpg,https://dlt.by/image/catalog/tovar/lezvie/03mm/35cm/2.jpg,https://dlt.by/image/catalog/tovar/lezvie/03mm/35cm/3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Лазерный уровень (нивелир) Fukuda MW-93T-2-3GX Standard, арт.0536",Лазерные нивелиры (лазерные уровни)>3D,536,16 250.88,"https://dlt.by/image/catalog/easyphoto/1490/lazernyy-uroven-nivelir-fukuda-mw-93t-2-3gx-standard-1.jpg,https://dlt.by/image/catalog/tovar/fukuda_93t_2_3g_x_r/fukuda-mw-93t-2-3gx.gif,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y2.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y4.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y5.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y6.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y7.jpg,https://dlt.by/image/catalog/tovar/mw-93t-2-3gx/fgdf.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y9.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y10.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y11.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y12.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y13.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y14.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y15.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y16.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y17.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y18.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y19.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y20.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y21.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y22.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y23.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y24.jpg,https://dlt.by/image/catalog/tovar/2-3gxpro_red/y25.jpg,,,,,,,,,,,,,,,,,,,,,"
"Насадка для смесителя (миксера) BIHUI, арт.MPGZ600",Малярный и штукатурный инструмент>Венчики и насадки строительные,MPGZ600,1 263.96,"https://dlt.by/image/catalog/easyphoto/1602/nasadka-dlya-smesitelya-miksera-bihui-mpgz600-2.jpg,https://dlt.by/image/catalog/easyphoto/1602/nasadka-dlya-smesitelya-miksera-bihui-mpgz600-1.jpg,https://dlt.by/image/catalog/easyphoto/1602/nasadka-dlya-smesitelya-miksera-bihui-mpgz600-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Аккумулятор BIHUI, 2000 м/а, 16 В, 2,0 а/ч, для виброприсоски для укладки плитки, арт.LFTBV-BAT",Запчасти>Вибрационные присоски>BIHUI,LFTBV-BAT,3 310.36,"https://dlt.by/image/catalog/easyphoto/1496/akkumulyator-bihui-2000-m-a-16-v-2-0-a-ch-dlya-vibroprisoski-dlya-ukladki-plitki-lftbv-bat-4.jpg,https://dlt.by/image/catalog/easyphoto/1496/akkumulyator-bihui-2000-m-a-16-v-2-0-a-ch-dlya-vibroprisoski-dlya-ukladki-plitki-lftbv-bat-6.jpg,https://dlt.by/image/catalog/easyphoto/1496/akkumulyator-bihui-2000-m-a-16-v-2-0-a-ch-dlya-vibroprisoski-dlya-ukladki-plitki-lftbv-bat-5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ведро строительное гибкое (голубое), 40л, арт.88722",Гибкие ведра и гибкие ёмкости,88722,941.95,"https://dlt.by/image/catalog/easyphoto/1685/vedro-stroitelnoe-gibkoe-goluboe-40l-art-88722-7.jpg,https://dlt.by/image/catalog/easyphoto/1685/vedro-stroitelnoe-gibkoe-goluboe-40l-art-88722-8.jpg,https://dlt.by/image/catalog/easyphoto/1685/vedro-stroitelnoe-gibkoe-goluboe-40l-art-88722-9.jpg,https://dlt.by/image/catalog/easyphoto/1685/vedro-stroitelnoe-gibkoe-goluboe-40l-art-88722-10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Ящик для инструментов Tactix, арт.320360,серия PRO",Ящики для инструмента/Модульные системы. ,320360 (Tactix)	,6 470.26,"https://dlt.by/image/catalog/tovar/320360/1.jpg,https://dlt.by/image/catalog/tovar/320360/2.jpeg,https://dlt.by/image/catalog/tovar/320360/3.jpg,https://dlt.by/image/catalog/tovar/320360/4.jpg,https://dlt.by/image/catalog/tovar/320360/5.jpg,https://dlt.by/image/catalog/tovar/320360/6.jpg,https://dlt.by/image/catalog/tovar/320360/7.jpg,https://dlt.by/image/catalog/tovar/320360/8.jpg,https://dlt.by/image/catalog/tovar/320360/9.jpg,https://dlt.by/image/catalog/tovar/320360/10.jpg,https://dlt.by/image/catalog/tovar/320360/11.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Шаблон (кондуктор) для монтажа водорозеток INSTALLER S (400мм), арт.1195",Инструмент для укладки плитки>Шаблоны строительные,1195,2 257.07,"https://dlt.by/image/catalog/easyphoto/1590/shablon-dlya-montazha-vodorozetok-installer-s-400mm-1.jpg,https://dlt.by/image/catalog/easyphoto/1590/shablon-dlya-montazha-vodorozetok-installer-s-400mm-2.jpg,https://dlt.by/image/catalog/easyphoto/1590/shablon-dlya-montazha-vodorozetok-installer-s-400mm-3.jpg,https://dlt.by/image/catalog/easyphoto/1590/shablon-dlya-montazha-vodorozetok-installer-s-400mm-4.jpg,https://dlt.by/image/catalog/easyphoto/1590/shablon-dlya-montazha-vodorozetok-installer-s-400mm-5.jpg,https://dlt.by/image/catalog/easyphoto/1590/shablon-dlya-montazha-vodorozetok-installer-s-400mm-6.jpg,https://dlt.by/image/catalog/easyphoto/1590/shablon-dlya-montazha-vodorozetok-installer-s-400mm-7.jpg,https://dlt.by/image/catalog/easyphoto/1590/shablon-dlya-montazha-vodorozetok-installer-s-400mm-8.jpg,https://dlt.by/image/catalog/easyphoto/1590/shablon-dlya-montazha-vodorozetok-installer-s-400mm-9.jpg,https://dlt.by/image/catalog/easyphoto/1590/shablon-dlya-montazha-vodorozetok-installer-s-400mm-10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
Зажим (СВП) 2 мм 3D KRESTIKI Strong (100 шт.),Система выравнивания плитки (СВП)>СВП 3D KRESTIKI, 3D KRESTIKI 2 (100шт),246.77,"https://dlt.by/image/catalog/tovar/svp_new/2_100/1.3.jpg,https://dlt.by/image/catalog/tovar/svp_new/2_100/strong-100-up-1000x1000.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Зажим (СВП) 0.8 мм 3D KRESTIKI Profi (500шт.), арт.1108",Система выравнивания плитки (СВП)>СВП 3D KRESTIKI,1108,1 053.30,"https://dlt.by/image/catalog/tovar/svp_new/0.8_100/11.jpg,https://dlt.by/image/catalog/tovar/svp_new/0.8_500/izobrazhenie_viber_2022-05-18_16-26-02-264.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Зажим (СВП) 2 мм 3D KRESTIKI Strong (500 шт.), арт.1105",Система выравнивания плитки (СВП)>СВП 3D KRESTIKI,1105,1 053.30,"https://dlt.by/image/catalog/tovar/svp_new/2_100/1.3.jpg,https://dlt.by/image/catalog/tovar/svp_new/2_500/2.jpg,https://dlt.by/image/catalog/tovar/svp_new/2_500/3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Электрическая присоска GRABO PRO-Lifter с АВТО подкачкой, для гладкой и рельефной поверхности, арт.1134",Инструмент для укладки плитки>Присоски для плитки и стекла>Электрические присоски и поршни,1134,14 445.23,"https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-1.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-2.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-3.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-4.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-5.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-6.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-7.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-8.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-9.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-10.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-11.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-12.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-13.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-14.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-15.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-16.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-17.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-18.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-19.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-21.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-23.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-20.jpg,https://dlt.by/image/catalog/easyphoto/1538/prisoska-elektricheskaya-grabo-pro-lifter-22.jpg,,,,,,,,,,,,,,,,,,,,,,,"
"АГШК DLT №1, для сухой и мокрой шлифовки, #100, 100мм, арт.0645",Инструмент для укладки плитки>Круг алмазный гибкий шлифовальный>АГШК #100,645,541.70,"https://dlt.by/image/catalog/tovar/aghk_dlt/dlt_1/zer_100/1.jpg,https://dlt.by/image/catalog/tovar/aghk_dlt/dlt_1/zer_100/2.jpg,https://dlt.by/image/catalog/tovar/aghk_dlt/dlt_1/zer_100/3.jpg,https://dlt.by/image/catalog/tovar/aghk_dlt/dlt_1/zer_100/4.jpg,https://dlt.by/image/catalog/tovar/aghk_dlt/dlt_1/zer_100/5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Набор алмазных ручных брусков (#200, #300, #400), арт.1174",Инструмент для укладки плитки>Алмазные притиры>Р200,1174,752.36,"https://dlt.by/image/catalog/tovar/ruchnye_bruski_dlt/nabor/new/1.jpg,https://dlt.by/image/catalog/tovar/ruchnye_bruski_dlt/nabor/new/2.jpg,https://dlt.by/image/catalog/tovar/ruchnye_bruski_dlt/nabor/new/3.jpg,https://dlt.by/image/catalog/tovar/ruchnye_bruski_dlt/nabor/new/4.jpg,https://dlt.by/image/catalog/tovar/ruchnye_bruski_dlt/nabor/new/5.jpg,https://dlt.by/image/catalog/tovar/ruchnye_bruski_dlt/nabor/new/6.jpg,https://dlt.by/image/catalog/tovar/ruchnye_bruski_dlt/nabor/new/7.jpg,https://dlt.by/image/catalog/tovar/ruchnye_bruski_dlt/nabor/new/8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Диск алмазный DLT MINI TURBO, 75мм, арт.1179",Алмазная оснастка>Алмазные диски>Алмазные диски под СВП (T-диски),1179,993.11,"https://dlt.by/image/catalog/tovar/dlt_mini_turbo/75new/1.jpg,https://dlt.by/image/catalog/tovar/dlt_mini_turbo/75new/2.jpg,https://dlt.by/image/catalog/tovar/dlt_mini_turbo/75new/3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Алмазный диск DLT №3 (KING), 125мм, арт.1287",Алмазная оснастка>Алмазные диски>Алмазные диски по керамике/керамограниту/граниту/мрамору,1287,842.64,"https://dlt.by/image/catalog/tovar/almdisk/diskdltzaglavnie/almaznyy-disk-dlt-3-king-125mm-1-800x800.jpg,https://dlt.by/image/catalog/easyphoto/1699/almaznyy-disk-dlt-3-king-125mm-1.jpg,https://dlt.by/image/catalog/easyphoto/1699/almaznyy-disk-dlt-3-king-125mm-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Алмазный диск BIHUI B-MAGIC, X-LOCK, 125мм, арт.DCXW125",Алмазная оснастка>Алмазные диски>Алмазные диски по керамике/керамограниту/граниту/мрамору,DCXW125,2 136.69,"https://dlt.by/image/catalog/tovar/dcxw125/1.jpg,https://dlt.by/image/catalog/tovar/dcxw125/1-1.jpg,https://dlt.by/image/catalog/tovar/dcxw125/1-2.jpg,https://dlt.by/image/catalog/tovar/dcxw125/2.jpg,https://dlt.by/image/catalog/tovar/dcxw125/3.jpg,https://dlt.by/image/catalog/tovar/dcxw125/4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Помповая присоска DLT VST-207 для гладкой и слаборельефной поверхности, Ø7 дюймов, арт.1192",Инструмент для укладки плитки>Присоски для плитки и стекла>Помповые присоски,1192,1 805.65,"https://dlt.by/image/catalog/easyphoto/1586/prisoska-pompovaya-dlt-vst-207-mini-7-dyuymov-110kg-1.jpg,https://dlt.by/image/catalog/easyphoto/1586/prisoska-pompovaya-dlt-vst-207-mini-7-dyuymov-110kg-3.jpg,https://dlt.by/image/catalog/easyphoto/1586/prisoska-pompovaya-dlt-vst-207-mini-7-dyuymov-110kg-2.jpg,https://dlt.by/image/catalog/easyphoto/1586/prisoska-pompovaya-dlt-vst-207-mini-7-dyuymov-110kg-6.jpg,https://dlt.by/image/catalog/easyphoto/1586/prisoska-pompovaya-dlt-vst-207-mini-7-dyuymov-110kg-5.jpg,https://dlt.by/image/catalog/easyphoto/1586/prisoska-pompovaya-dlt-vst-207-mini-7-dyuymov-110kg-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Алмазный диск для заусовки плитки под 45°, 9plitok&DLT №1, арт.1172",Алмазная оснастка>Алмазные диски,1172,1 655.18,"https://dlt.by/image/catalog/tovar/krug_zausovka/nomer_1/new2022/1.jpg,https://dlt.by/image/catalog/tovar/krug_zausovka/nomer_1/new2022/3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Диск алмазный DLT MINI TURBO, 50мм, арт.1178",Алмазная оснастка>Алмазные диски>Алмазные диски под СВП (T-диски),1178,752.36,"https://dlt.by/image/catalog/tovar/dlt_mini_turbo/new50/1.jpg,https://dlt.by/image/catalog/tovar/dlt_mini_turbo/new50/2.jpg,https://dlt.by/image/catalog/tovar/dlt_mini_turbo/new50/3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
"Алмазный диск для заусовки плитки под 45°, 9plitok&DLT №2, арт.1173",Алмазная оснастка>Алмазные диски,1173,1 865.84,"https://dlt.by/image/catalog/tovar/krug_zausovka/nomer_2/new2022/1.jpg,https://dlt.by/image/catalog/tovar/krug_zausovka/nomer_2/new2022/2.jpg,https://dlt.by/image/catalog/tovar/krug_zausovka/nomer_2/new2022/3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
